Location,Count,Max,Timestamp
Soderholm Family Aquatic Center,,,2024-02-07 01:36:38
Nick Courts 1 & 2,,,2024-02-07 01:36:38
Nick Courts 3-6,32,500,2024-02-07 01:36:38
Nick Courts 7 & 8,18,250,2024-02-07 01:36:38
Level 1 Fitness,16,130,2024-02-07 01:36:51
Level 2 Fitness,6,65,2024-02-07 01:36:51
Level 3 Fitness,14,246,2024-02-07 01:36:51
Level 4 Fitness,2,75,2024-02-07 01:36:51
Bakke Track,3,100,2024-02-07 01:36:51
Courts 1&2,,,2024-02-07 01:36:51
Courts 3&4,,,2024-02-07 01:36:51
Courts 5-8,13,500,2024-02-07 01:36:51
Orbit,4,46,2024-02-07 01:36:51
Willow Room,0,27,2024-02-07 01:36:51
Cove Pool,,,2024-02-07 01:36:51
Mount Mendota,,,2024-02-07 01:36:51
Skybox Suites,0,18,2024-02-07 01:36:51
SubZero Ice Center,,,2024-02-07 01:36:51
Nick Level 1 Fitness,21,150,2024-02-07 01:57:05
Nick Level 2 Fitness,12,100,2024-02-07 01:57:05
Nick Level 3 Fitness,44,200,2024-02-07 01:57:05
Nick Power House,22,140,2024-02-07 01:57:05
Nick Track,9,100,2024-02-07 01:57:05
Soderholm Family Aquatic Center,,,2024-02-07 01:57:05
Nick Courts 1 & 2,,,2024-02-07 01:57:05
Nick Courts 3-6,32,500,2024-02-07 01:57:05
Nick Courts 7 & 8,18,250,2024-02-07 01:57:05
Level 1 Fitness,16,130,2024-02-07 01:57:18
Level 2 Fitness,6,65,2024-02-07 01:57:18
Level 3 Fitness,14,246,2024-02-07 01:57:18
Level 4 Fitness,2,75,2024-02-07 01:57:18
Bakke Track,3,100,2024-02-07 01:57:18
Courts 1&2,,,2024-02-07 01:57:18
Courts 3&4,,,2024-02-07 01:57:18
Courts 5-8,13,500,2024-02-07 01:57:18
Orbit,4,46,2024-02-07 01:57:18
Willow Room,0,27,2024-02-07 01:57:18
Cove Pool,,,2024-02-07 01:57:18
Mount Mendota,,,2024-02-07 01:57:18
Skybox Suites,0,18,2024-02-07 01:57:18
SubZero Ice Center,,,2024-02-07 01:57:18
Nick Level 1 Fitness,21,150,2024-02-07 02:17:32
Nick Level 2 Fitness,12,100,2024-02-07 02:17:32
Nick Level 3 Fitness,44,200,2024-02-07 02:17:32
Nick Power House,22,140,2024-02-07 02:17:32
Nick Track,9,100,2024-02-07 02:17:32
Soderholm Family Aquatic Center,,,2024-02-07 02:17:32
Nick Courts 1 & 2,,,2024-02-07 02:17:32
Nick Courts 3-6,32,500,2024-02-07 02:17:32
Nick Courts 7 & 8,18,250,2024-02-07 02:17:32
Level 1 Fitness,16,130,2024-02-07 02:17:45
Level 2 Fitness,6,65,2024-02-07 02:17:45
Level 3 Fitness,14,246,2024-02-07 02:17:45
Level 4 Fitness,2,75,2024-02-07 02:17:45
Bakke Track,3,100,2024-02-07 02:17:45
Courts 1&2,,,2024-02-07 02:17:45
Courts 3&4,,,2024-02-07 02:17:45
Courts 5-8,13,500,2024-02-07 02:17:45
Orbit,4,46,2024-02-07 02:17:45
Willow Room,0,27,2024-02-07 02:17:45
Cove Pool,,,2024-02-07 02:17:45
Mount Mendota,,,2024-02-07 02:17:45
Skybox Suites,0,18,2024-02-07 02:17:45
SubZero Ice Center,,,2024-02-07 02:17:45
Nick Level 1 Fitness,21,150,2024-02-07 02:38:04
Nick Level 2 Fitness,12,100,2024-02-07 02:38:04
Nick Level 3 Fitness,44,200,2024-02-07 02:38:04
Nick Power House,22,140,2024-02-07 02:38:04
Nick Track,9,100,2024-02-07 02:38:04
Soderholm Family Aquatic Center,,,2024-02-07 02:38:04
Nick Courts 1 & 2,,,2024-02-07 02:38:04
Nick Courts 3-6,32,500,2024-02-07 02:38:04
Nick Courts 7 & 8,18,250,2024-02-07 02:38:04
Level 1 Fitness,16,130,2024-02-07 02:38:21
Level 2 Fitness,6,65,2024-02-07 02:38:21
Level 3 Fitness,14,246,2024-02-07 02:38:21
Level 4 Fitness,2,75,2024-02-07 02:38:21
Bakke Track,3,100,2024-02-07 02:38:21
Courts 1&2,,,2024-02-07 02:38:21
Courts 3&4,,,2024-02-07 02:38:21
Courts 5-8,13,500,2024-02-07 02:38:21
Orbit,4,46,2024-02-07 02:38:21
Willow Room,0,27,2024-02-07 02:38:21
Cove Pool,,,2024-02-07 02:38:21
Mount Mendota,,,2024-02-07 02:38:21
Skybox Suites,0,18,2024-02-07 02:38:21
SubZero Ice Center,,,2024-02-07 02:38:21
Nick Level 1 Fitness,21,150,2024-02-07 02:58:35
Nick Level 2 Fitness,12,100,2024-02-07 02:58:35
Nick Level 3 Fitness,44,200,2024-02-07 02:58:35
Nick Power House,22,140,2024-02-07 02:58:35
Nick Track,9,100,2024-02-07 02:58:35
Soderholm Family Aquatic Center,,,2024-02-07 02:58:35
Nick Courts 1 & 2,,,2024-02-07 02:58:35
Nick Courts 3-6,32,500,2024-02-07 02:58:35
Nick Courts 7 & 8,18,250,2024-02-07 02:58:35
Level 1 Fitness,16,130,2024-02-07 02:58:49
Level 2 Fitness,6,65,2024-02-07 02:58:49
Level 3 Fitness,14,246,2024-02-07 02:58:49
Level 4 Fitness,2,75,2024-02-07 02:58:49
Bakke Track,3,100,2024-02-07 02:58:49
Courts 1&2,,,2024-02-07 02:58:49
Courts 3&4,,,2024-02-07 02:58:49
Courts 5-8,13,500,2024-02-07 02:58:49
Orbit,4,46,2024-02-07 02:58:49
Willow Room,0,27,2024-02-07 02:58:49
Cove Pool,,,2024-02-07 02:58:49
Mount Mendota,,,2024-02-07 02:58:49
Skybox Suites,0,18,2024-02-07 02:58:49
SubZero Ice Center,,,2024-02-07 02:58:49
Level 1 Fitness,16,130,2024-02-07 03:19:15
Level 2 Fitness,6,65,2024-02-07 03:19:15
Level 3 Fitness,14,246,2024-02-07 03:19:15
Level 4 Fitness,2,75,2024-02-07 03:19:15
Bakke Track,3,100,2024-02-07 03:19:15
Courts 1&2,,,2024-02-07 03:19:15
Courts 3&4,,,2024-02-07 03:19:15
Courts 5-8,13,500,2024-02-07 03:19:15
Orbit,4,46,2024-02-07 03:19:15
Willow Room,0,27,2024-02-07 03:19:15
Cove Pool,,,2024-02-07 03:19:15
Mount Mendota,,,2024-02-07 03:19:15
Skybox Suites,0,18,2024-02-07 03:19:15
SubZero Ice Center,,,2024-02-07 03:19:15
Nick Level 1 Fitness,21,150,2024-02-07 03:39:29
Nick Level 2 Fitness,12,100,2024-02-07 03:39:29
Nick Level 3 Fitness,44,200,2024-02-07 03:39:29
Nick Power House,22,140,2024-02-07 03:39:29
Nick Track,9,100,2024-02-07 03:39:29
Soderholm Family Aquatic Center,,,2024-02-07 03:39:29
Nick Courts 1 & 2,,,2024-02-07 03:39:29
Nick Courts 3-6,32,500,2024-02-07 03:39:29
Nick Courts 7 & 8,18,250,2024-02-07 03:39:29
Level 1 Fitness,16,130,2024-02-07 03:39:43
Level 2 Fitness,6,65,2024-02-07 03:39:43
Level 3 Fitness,14,246,2024-02-07 03:39:43
Level 4 Fitness,2,75,2024-02-07 03:39:43
Bakke Track,3,100,2024-02-07 03:39:43
Courts 1&2,,,2024-02-07 03:39:43
Courts 3&4,,,2024-02-07 03:39:43
Courts 5-8,13,500,2024-02-07 03:39:43
Orbit,4,46,2024-02-07 03:39:43
Willow Room,0,27,2024-02-07 03:39:43
Cove Pool,,,2024-02-07 03:39:43
Mount Mendota,,,2024-02-07 03:39:43
Skybox Suites,0,18,2024-02-07 03:39:43
SubZero Ice Center,,,2024-02-07 03:39:43
Nick Level 1 Fitness,21,150,2024-02-07 03:59:56
Nick Level 2 Fitness,12,100,2024-02-07 03:59:56
Nick Level 3 Fitness,44,200,2024-02-07 03:59:56
Nick Power House,22,140,2024-02-07 03:59:56
Nick Track,9,100,2024-02-07 03:59:56
Soderholm Family Aquatic Center,,,2024-02-07 03:59:56
Nick Courts 1 & 2,,,2024-02-07 03:59:56
Nick Courts 3-6,32,500,2024-02-07 03:59:56
Nick Courts 7 & 8,18,250,2024-02-07 03:59:56
Level 1 Fitness,16,130,2024-02-07 04:00:10
Level 2 Fitness,6,65,2024-02-07 04:00:10
Level 3 Fitness,14,246,2024-02-07 04:00:10
Level 4 Fitness,2,75,2024-02-07 04:00:10
Bakke Track,3,100,2024-02-07 04:00:10
Courts 1&2,,,2024-02-07 04:00:10
Courts 3&4,,,2024-02-07 04:00:10
Courts 5-8,13,500,2024-02-07 04:00:10
Orbit,4,46,2024-02-07 04:00:10
Willow Room,0,27,2024-02-07 04:00:10
Cove Pool,,,2024-02-07 04:00:10
Mount Mendota,,,2024-02-07 04:00:10
Skybox Suites,0,18,2024-02-07 04:00:10
SubZero Ice Center,,,2024-02-07 04:00:10
Nick Level 1 Fitness,21,150,2024-02-07 04:20:23
Nick Level 2 Fitness,12,100,2024-02-07 04:20:23
Nick Level 3 Fitness,44,200,2024-02-07 04:20:23
Nick Power House,22,140,2024-02-07 04:20:23
Nick Track,9,100,2024-02-07 04:20:23
Soderholm Family Aquatic Center,,,2024-02-07 04:20:23
Nick Courts 1 & 2,,,2024-02-07 04:20:23
Nick Courts 3-6,32,500,2024-02-07 04:20:23
Nick Courts 7 & 8,18,250,2024-02-07 04:20:23
Level 1 Fitness,16,130,2024-02-07 04:20:37
Level 2 Fitness,6,65,2024-02-07 04:20:37
Level 3 Fitness,14,246,2024-02-07 04:20:37
Level 4 Fitness,2,75,2024-02-07 04:20:37
Bakke Track,3,100,2024-02-07 04:20:37
Courts 1&2,,,2024-02-07 04:20:37
Courts 3&4,,,2024-02-07 04:20:37
Courts 5-8,13,500,2024-02-07 04:20:37
Orbit,4,46,2024-02-07 04:20:37
Willow Room,0,27,2024-02-07 04:20:37
Cove Pool,,,2024-02-07 04:20:37
Mount Mendota,,,2024-02-07 04:20:37
Skybox Suites,0,18,2024-02-07 04:20:37
SubZero Ice Center,,,2024-02-07 04:20:37
Nick Level 1 Fitness,21,150,2024-02-07 04:40:50
Nick Level 2 Fitness,12,100,2024-02-07 04:40:50
Nick Level 3 Fitness,44,200,2024-02-07 04:40:50
Nick Power House,22,140,2024-02-07 04:40:50
Nick Track,9,100,2024-02-07 04:40:50
Soderholm Family Aquatic Center,,,2024-02-07 04:40:50
Nick Courts 1 & 2,,,2024-02-07 04:40:50
Nick Courts 3-6,32,500,2024-02-07 04:40:50
Nick Courts 7 & 8,18,250,2024-02-07 04:40:50
Level 1 Fitness,16,130,2024-02-07 04:41:04
Level 2 Fitness,6,65,2024-02-07 04:41:04
Level 3 Fitness,14,246,2024-02-07 04:41:04
Level 4 Fitness,2,75,2024-02-07 04:41:04
Bakke Track,3,100,2024-02-07 04:41:04
Courts 1&2,,,2024-02-07 04:41:04
Courts 3&4,,,2024-02-07 04:41:04
Courts 5-8,13,500,2024-02-07 04:41:04
Orbit,4,46,2024-02-07 04:41:04
Willow Room,0,27,2024-02-07 04:41:04
Cove Pool,,,2024-02-07 04:41:04
Mount Mendota,,,2024-02-07 04:41:04
Skybox Suites,0,18,2024-02-07 04:41:04
SubZero Ice Center,,,2024-02-07 04:41:04
Nick Level 1 Fitness,21,150,2024-02-07 05:01:18
Nick Level 2 Fitness,12,100,2024-02-07 05:01:18
Nick Level 3 Fitness,44,200,2024-02-07 05:01:18
Nick Power House,22,140,2024-02-07 05:01:18
Nick Track,9,100,2024-02-07 05:01:18
Soderholm Family Aquatic Center,,,2024-02-07 05:01:18
Nick Courts 1 & 2,,,2024-02-07 05:01:18
Nick Courts 3-6,32,500,2024-02-07 05:01:18
Nick Courts 7 & 8,18,250,2024-02-07 05:01:18
Level 1 Fitness,16,130,2024-02-07 05:01:31
Level 2 Fitness,6,65,2024-02-07 05:01:31
Level 3 Fitness,14,246,2024-02-07 05:01:31
Level 4 Fitness,2,75,2024-02-07 05:01:31
Bakke Track,3,100,2024-02-07 05:01:31
Courts 1&2,,,2024-02-07 05:01:31
Courts 3&4,,,2024-02-07 05:01:31
Courts 5-8,13,500,2024-02-07 05:01:31
Orbit,4,46,2024-02-07 05:01:31
Willow Room,0,27,2024-02-07 05:01:31
Cove Pool,,,2024-02-07 05:01:31
Mount Mendota,,,2024-02-07 05:01:31
Skybox Suites,0,18,2024-02-07 05:01:31
SubZero Ice Center,,,2024-02-07 05:01:31
Nick Level 1 Fitness,21,150,2024-02-07 05:21:45
Nick Level 2 Fitness,12,100,2024-02-07 05:21:45
Nick Level 3 Fitness,44,200,2024-02-07 05:21:45
Nick Power House,22,140,2024-02-07 05:21:45
Nick Track,9,100,2024-02-07 05:21:45
Soderholm Family Aquatic Center,,,2024-02-07 05:21:45
Nick Courts 1 & 2,,,2024-02-07 05:21:45
Nick Courts 3-6,32,500,2024-02-07 05:21:45
Nick Courts 7 & 8,18,250,2024-02-07 05:21:45
Level 1 Fitness,16,130,2024-02-07 05:21:58
Level 2 Fitness,6,65,2024-02-07 05:21:58
Level 3 Fitness,14,246,2024-02-07 05:21:58
Level 4 Fitness,2,75,2024-02-07 05:21:58
Bakke Track,3,100,2024-02-07 05:21:58
Courts 1&2,,,2024-02-07 05:21:58
Courts 3&4,,,2024-02-07 05:21:58
Courts 5-8,13,500,2024-02-07 05:21:58
Orbit,4,46,2024-02-07 05:21:58
Willow Room,0,27,2024-02-07 05:21:58
Cove Pool,,,2024-02-07 05:21:58
Mount Mendota,,,2024-02-07 05:21:58
Skybox Suites,0,18,2024-02-07 05:21:58
SubZero Ice Center,,,2024-02-07 05:21:58
Nick Level 1 Fitness,21,150,2024-02-07 05:42:12
Nick Level 2 Fitness,12,100,2024-02-07 05:42:12
Nick Level 3 Fitness,44,200,2024-02-07 05:42:12
Nick Power House,22,140,2024-02-07 05:42:12
Nick Track,9,100,2024-02-07 05:42:12
Soderholm Family Aquatic Center,,,2024-02-07 05:42:12
Nick Courts 1 & 2,,,2024-02-07 05:42:12
Nick Courts 3-6,32,500,2024-02-07 05:42:12
Nick Courts 7 & 8,18,250,2024-02-07 05:42:12
Level 1 Fitness,16,130,2024-02-07 05:42:25
Level 2 Fitness,6,65,2024-02-07 05:42:25
Level 3 Fitness,14,246,2024-02-07 05:42:25
Level 4 Fitness,2,75,2024-02-07 05:42:25
Bakke Track,3,100,2024-02-07 05:42:25
Courts 1&2,,,2024-02-07 05:42:25
Courts 3&4,,,2024-02-07 05:42:25
Courts 5-8,13,500,2024-02-07 05:42:25
Orbit,4,46,2024-02-07 05:42:25
Willow Room,0,27,2024-02-07 05:42:25
Cove Pool,,,2024-02-07 05:42:25
Mount Mendota,,,2024-02-07 05:42:25
Skybox Suites,0,18,2024-02-07 05:42:25
SubZero Ice Center,,,2024-02-07 05:42:25
Nick Level 1 Fitness,21,150,2024-02-07 06:02:39
Nick Level 2 Fitness,12,100,2024-02-07 06:02:39
Nick Level 3 Fitness,44,200,2024-02-07 06:02:39
Nick Power House,22,140,2024-02-07 06:02:39
Nick Track,9,100,2024-02-07 06:02:39
Soderholm Family Aquatic Center,,,2024-02-07 06:02:39
Nick Courts 1 & 2,,,2024-02-07 06:02:39
Nick Courts 3-6,32,500,2024-02-07 06:02:39
Nick Courts 7 & 8,18,250,2024-02-07 06:02:39
Level 1 Fitness,16,130,2024-02-07 06:02:52
Level 2 Fitness,6,65,2024-02-07 06:02:52
Level 3 Fitness,14,246,2024-02-07 06:02:52
Level 4 Fitness,2,75,2024-02-07 06:02:52
Bakke Track,3,100,2024-02-07 06:02:52
Courts 1&2,,,2024-02-07 06:02:52
Courts 3&4,,,2024-02-07 06:02:52
Courts 5-8,13,500,2024-02-07 06:02:52
Orbit,4,46,2024-02-07 06:02:52
Willow Room,0,27,2024-02-07 06:02:52
Cove Pool,,,2024-02-07 06:02:52
Mount Mendota,,,2024-02-07 06:02:52
Skybox Suites,0,18,2024-02-07 06:02:52
SubZero Ice Center,,,2024-02-07 06:02:52
Nick Level 1 Fitness,21,150,2024-02-07 06:23:06
Nick Level 2 Fitness,12,100,2024-02-07 06:23:06
Nick Level 3 Fitness,44,200,2024-02-07 06:23:06
Nick Power House,22,140,2024-02-07 06:23:06
Nick Track,9,100,2024-02-07 06:23:06
Soderholm Family Aquatic Center,,,2024-02-07 06:23:06
Nick Courts 1 & 2,,,2024-02-07 06:23:06
Nick Courts 3-6,32,500,2024-02-07 06:23:06
Nick Courts 7 & 8,18,250,2024-02-07 06:23:06
Level 1 Fitness,16,130,2024-02-07 06:23:19
Level 2 Fitness,6,65,2024-02-07 06:23:19
Level 3 Fitness,14,246,2024-02-07 06:23:19
Level 4 Fitness,2,75,2024-02-07 06:23:19
Bakke Track,3,100,2024-02-07 06:23:19
Courts 1&2,,,2024-02-07 06:23:19
Courts 3&4,,,2024-02-07 06:23:19
Courts 5-8,13,500,2024-02-07 06:23:19
Orbit,4,46,2024-02-07 06:23:19
Willow Room,0,27,2024-02-07 06:23:19
Cove Pool,,,2024-02-07 06:23:19
Mount Mendota,,,2024-02-07 06:23:19
Skybox Suites,0,18,2024-02-07 06:23:19
SubZero Ice Center,,,2024-02-07 06:23:19
Nick Level 1 Fitness,21,150,2024-02-07 06:43:33
Nick Level 2 Fitness,12,100,2024-02-07 06:43:33
Nick Level 3 Fitness,44,200,2024-02-07 06:43:33
Nick Power House,22,140,2024-02-07 06:43:33
Nick Track,9,100,2024-02-07 06:43:33
Soderholm Family Aquatic Center,,,2024-02-07 06:43:33
Nick Courts 1 & 2,,,2024-02-07 06:43:33
Nick Courts 3-6,32,500,2024-02-07 06:43:33
Nick Courts 7 & 8,18,250,2024-02-07 06:43:33
Level 1 Fitness,27,130,2024-02-07 06:43:46
Level 2 Fitness,5,65,2024-02-07 06:43:46
Level 3 Fitness,22,246,2024-02-07 06:43:46
Level 4 Fitness,3,75,2024-02-07 06:43:46
Bakke Track,1,100,2024-02-07 06:43:46
Courts 1&2,0,250,2024-02-07 06:43:46
Courts 3&4,,,2024-02-07 06:43:46
Courts 5-8,,,2024-02-07 06:43:46
Orbit,8,46,2024-02-07 06:43:46
Willow Room,0,27,2024-02-07 06:43:46
Cove Pool,,,2024-02-07 06:43:46
Mount Mendota,,,2024-02-07 06:43:46
Skybox Suites,1,18,2024-02-07 06:43:46
SubZero Ice Center,,,2024-02-07 06:43:46
Nick Level 1 Fitness,23,150,2024-02-07 07:04:00
Nick Level 2 Fitness,28,100,2024-02-07 07:04:00
Nick Level 3 Fitness,37,200,2024-02-07 07:04:00
Nick Power House,43,140,2024-02-07 07:04:00
Nick Track,7,100,2024-02-07 07:04:00
Soderholm Family Aquatic Center,,,2024-02-07 07:04:00
Nick Courts 1 & 2,0,250,2024-02-07 07:04:00
Nick Courts 3-6,3,500,2024-02-07 07:04:00
Nick Courts 7 & 8,4,250,2024-02-07 07:04:00
Level 1 Fitness,27,130,2024-02-07 07:04:13
Level 2 Fitness,5,65,2024-02-07 07:04:13
Level 3 Fitness,22,246,2024-02-07 07:04:13
Level 4 Fitness,3,75,2024-02-07 07:04:13
Bakke Track,1,100,2024-02-07 07:04:13
Courts 1&2,0,250,2024-02-07 07:04:13
Courts 3&4,,,2024-02-07 07:04:13
Courts 5-8,,,2024-02-07 07:04:13
Orbit,8,46,2024-02-07 07:04:13
Willow Room,0,27,2024-02-07 07:04:13
Cove Pool,,,2024-02-07 07:04:13
Mount Mendota,,,2024-02-07 07:04:13
Skybox Suites,1,18,2024-02-07 07:04:13
SubZero Ice Center,,,2024-02-07 07:04:13
Nick Level 1 Fitness,23,150,2024-02-07 07:24:27
Nick Level 2 Fitness,28,100,2024-02-07 07:24:27
Nick Level 3 Fitness,37,200,2024-02-07 07:24:27
Nick Power House,43,140,2024-02-07 07:24:27
Nick Track,7,100,2024-02-07 07:24:27
Soderholm Family Aquatic Center,,,2024-02-07 07:24:27
Nick Courts 1 & 2,0,250,2024-02-07 07:24:27
Nick Courts 3-6,3,500,2024-02-07 07:24:27
Nick Courts 7 & 8,4,250,2024-02-07 07:24:27
Level 1 Fitness,27,130,2024-02-07 07:24:41
Level 2 Fitness,5,65,2024-02-07 07:24:41
Level 3 Fitness,22,246,2024-02-07 07:24:41
Level 4 Fitness,3,75,2024-02-07 07:24:41
Bakke Track,1,100,2024-02-07 07:24:41
Courts 1&2,0,250,2024-02-07 07:24:41
Courts 3&4,,,2024-02-07 07:24:41
Courts 5-8,,,2024-02-07 07:24:41
Orbit,8,46,2024-02-07 07:24:41
Willow Room,0,27,2024-02-07 07:24:41
Cove Pool,,,2024-02-07 07:24:41
Mount Mendota,,,2024-02-07 07:24:41
Skybox Suites,1,18,2024-02-07 07:24:41
SubZero Ice Center,,,2024-02-07 07:24:41
Nick Level 1 Fitness,23,150,2024-02-07 07:44:54
Nick Level 2 Fitness,28,100,2024-02-07 07:44:54
Nick Level 3 Fitness,37,200,2024-02-07 07:44:54
Nick Power House,43,140,2024-02-07 07:44:54
Nick Track,7,100,2024-02-07 07:44:54
Soderholm Family Aquatic Center,,,2024-02-07 07:44:54
Nick Courts 1 & 2,0,250,2024-02-07 07:44:54
Nick Courts 3-6,3,500,2024-02-07 07:44:54
Nick Courts 7 & 8,4,250,2024-02-07 07:44:54
Level 1 Fitness,24,130,2024-02-07 07:45:08
Level 2 Fitness,4,65,2024-02-07 07:45:08
Level 3 Fitness,25,246,2024-02-07 07:45:08
Level 4 Fitness,7,75,2024-02-07 07:45:08
Bakke Track,2,100,2024-02-07 07:45:08
Courts 1&2,,,2024-02-07 07:45:08
Courts 3&4,0,250,2024-02-07 07:45:08
Courts 5-8,0,500,2024-02-07 07:45:08
Orbit,10,46,2024-02-07 07:45:08
Willow Room,0,27,2024-02-07 07:45:08
Cove Pool,,,2024-02-07 07:45:08
Mount Mendota,,,2024-02-07 07:45:08
Skybox Suites,1,18,2024-02-07 07:45:08
SubZero Ice Center,,,2024-02-07 07:45:08
Nick Level 1 Fitness,33,150,2024-02-07 08:05:22
Nick Level 2 Fitness,26,100,2024-02-07 08:05:22
Nick Level 3 Fitness,52,200,2024-02-07 08:05:22
Nick Power House,52,140,2024-02-07 08:05:22
Nick Track,12,100,2024-02-07 08:05:22
Soderholm Family Aquatic Center,,,2024-02-07 08:05:22
Nick Courts 1 & 2,0,250,2024-02-07 08:05:22
Nick Courts 3-6,8,500,2024-02-07 08:05:22
Nick Courts 7 & 8,8,250,2024-02-07 08:05:22
Level 1 Fitness,24,130,2024-02-07 08:05:35
Level 2 Fitness,4,65,2024-02-07 08:05:35
Level 3 Fitness,25,246,2024-02-07 08:05:35
Level 4 Fitness,7,75,2024-02-07 08:05:35
Bakke Track,2,100,2024-02-07 08:05:35
Courts 1&2,,,2024-02-07 08:05:35
Courts 3&4,0,250,2024-02-07 08:05:35
Courts 5-8,0,500,2024-02-07 08:05:35
Orbit,10,46,2024-02-07 08:05:35
Willow Room,0,27,2024-02-07 08:05:35
Cove Pool,,,2024-02-07 08:05:35
Mount Mendota,,,2024-02-07 08:05:35
Skybox Suites,1,18,2024-02-07 08:05:35
SubZero Ice Center,,,2024-02-07 08:05:35
Nick Level 1 Fitness,33,150,2024-02-07 08:25:49
Nick Level 2 Fitness,26,100,2024-02-07 08:25:49
Nick Level 3 Fitness,52,200,2024-02-07 08:25:49
Nick Power House,52,140,2024-02-07 08:25:49
Nick Track,12,100,2024-02-07 08:25:49
Soderholm Family Aquatic Center,,,2024-02-07 08:25:49
Nick Courts 1 & 2,0,250,2024-02-07 08:25:49
Nick Courts 3-6,8,500,2024-02-07 08:25:49
Nick Courts 7 & 8,8,250,2024-02-07 08:25:49
Level 1 Fitness,27,130,2024-02-07 08:26:02
Level 2 Fitness,4,65,2024-02-07 08:26:02
Level 3 Fitness,21,246,2024-02-07 08:26:02
Level 4 Fitness,9,75,2024-02-07 08:26:02
Bakke Track,4,100,2024-02-07 08:26:02
Courts 1&2,,,2024-02-07 08:26:02
Courts 3&4,0,250,2024-02-07 08:26:02
Courts 5-8,2,500,2024-02-07 08:26:02
Orbit,11,46,2024-02-07 08:26:02
Willow Room,0,27,2024-02-07 08:26:02
Cove Pool,,,2024-02-07 08:26:02
Mount Mendota,,,2024-02-07 08:26:02
Skybox Suites,1,18,2024-02-07 08:26:02
SubZero Ice Center,,,2024-02-07 08:26:02
Nick Level 1 Fitness,33,150,2024-02-07 08:46:16
Nick Level 2 Fitness,26,100,2024-02-07 08:46:16
Nick Level 3 Fitness,52,200,2024-02-07 08:46:16
Nick Power House,52,140,2024-02-07 08:46:16
Nick Track,12,100,2024-02-07 08:46:16
Soderholm Family Aquatic Center,,,2024-02-07 08:46:16
Nick Courts 1 & 2,0,250,2024-02-07 08:46:16
Nick Courts 3-6,8,500,2024-02-07 08:46:16
Nick Courts 7 & 8,8,250,2024-02-07 08:46:16
Level 1 Fitness,27,130,2024-02-07 08:46:29
Level 2 Fitness,4,65,2024-02-07 08:46:29
Level 3 Fitness,21,246,2024-02-07 08:46:29
Level 4 Fitness,9,75,2024-02-07 08:46:29
Bakke Track,4,100,2024-02-07 08:46:29
Courts 1&2,,,2024-02-07 08:46:29
Courts 3&4,0,250,2024-02-07 08:46:29
Courts 5-8,2,500,2024-02-07 08:46:29
Orbit,11,46,2024-02-07 08:46:29
Willow Room,0,27,2024-02-07 08:46:29
Cove Pool,,,2024-02-07 08:46:29
Mount Mendota,,,2024-02-07 08:46:29
Skybox Suites,1,18,2024-02-07 08:46:29
SubZero Ice Center,9,300,2024-02-07 08:46:29
Nick Level 1 Fitness,33,150,2024-02-07 09:06:43
Nick Level 2 Fitness,26,100,2024-02-07 09:06:43
Nick Level 3 Fitness,52,200,2024-02-07 09:06:43
Nick Power House,52,140,2024-02-07 09:06:43
Nick Track,12,100,2024-02-07 09:06:43
Soderholm Family Aquatic Center,,,2024-02-07 09:06:43
Nick Courts 1 & 2,0,250,2024-02-07 09:06:43
Nick Courts 3-6,8,500,2024-02-07 09:06:43
Nick Courts 7 & 8,8,250,2024-02-07 09:06:43
Level 1 Fitness,27,130,2024-02-07 09:06:57
Level 2 Fitness,4,65,2024-02-07 09:06:57
Level 3 Fitness,21,246,2024-02-07 09:06:57
Level 4 Fitness,9,75,2024-02-07 09:06:57
Bakke Track,4,100,2024-02-07 09:06:57
Courts 1&2,,,2024-02-07 09:06:57
Courts 3&4,0,250,2024-02-07 09:06:57
Courts 5-8,2,500,2024-02-07 09:06:57
Orbit,11,46,2024-02-07 09:06:57
Willow Room,0,27,2024-02-07 09:06:57
Cove Pool,,,2024-02-07 09:06:57
Mount Mendota,,,2024-02-07 09:06:57
Skybox Suites,1,18,2024-02-07 09:06:57
SubZero Ice Center,9,300,2024-02-07 09:06:57
Nick Level 1 Fitness,47,150,2024-02-07 09:27:10
Nick Level 2 Fitness,42,100,2024-02-07 09:27:10
Nick Level 3 Fitness,73,200,2024-02-07 09:27:10
Nick Power House,54,140,2024-02-07 09:27:10
Nick Track,18,100,2024-02-07 09:27:10
Soderholm Family Aquatic Center,,,2024-02-07 09:27:10
Nick Courts 1 & 2,2,250,2024-02-07 09:27:10
Nick Courts 3-6,10,500,2024-02-07 09:27:10
Nick Courts 7 & 8,2,250,2024-02-07 09:27:10
Level 1 Fitness,24,130,2024-02-07 09:27:24
Level 2 Fitness,8,65,2024-02-07 09:27:24
Level 3 Fitness,27,246,2024-02-07 09:27:24
Level 4 Fitness,10,75,2024-02-07 09:27:24
Bakke Track,7,100,2024-02-07 09:27:24
Courts 1&2,,,2024-02-07 09:27:24
Courts 3&4,0,250,2024-02-07 09:27:24
Courts 5-8,3,500,2024-02-07 09:27:24
Orbit,11,46,2024-02-07 09:27:24
Willow Room,0,27,2024-02-07 09:27:24
Cove Pool,8,116,2024-02-07 09:27:24
Mount Mendota,,,2024-02-07 09:27:24
Skybox Suites,2,18,2024-02-07 09:27:24
SubZero Ice Center,,,2024-02-07 09:27:24
Nick Level 1 Fitness,47,150,2024-02-07 09:47:37
