Location,Count,Max,Timestamp
Nick Level 1 Fitness,29,150,2024-02-08 10:45:05
Nick Level 2 Fitness,23,100,2024-02-08 10:45:05
Nick Level 3 Fitness,42,200,2024-02-08 10:45:05
Nick Power House,38,140,2024-02-08 10:45:05
Nick Track,10,100,2024-02-08 10:45:05
Soderholm Family Aquatic Center,,,2024-02-08 10:45:05
Nick Courts 1 & 2,,,2024-02-08 10:45:05
Nick Courts 3-6,2,500,2024-02-08 10:45:05
Nick Courts 7 & 8,2,250,2024-02-08 10:45:05
Level 1 Fitness,24,130,2024-02-08 10:45:24
Level 2 Fitness,6,65,2024-02-08 10:45:24
Level 3 Fitness,23,246,2024-02-08 10:45:24
Level 4 Fitness,2,75,2024-02-08 10:45:24
Bakke Track,1,100,2024-02-08 10:45:24
Courts 1&2,15,250,2024-02-08 10:45:24
Courts 3&4,0,250,2024-02-08 10:45:24
Courts 5-8,2,500,2024-02-08 10:45:24
Orbit,14,46,2024-02-08 10:45:24
Willow Room,0,27,2024-02-08 10:45:24
Cove Pool,,,2024-02-08 10:45:24
Mount Mendota,,,2024-02-08 10:45:24
Skybox Suites,3,18,2024-02-08 10:45:24
SubZero Ice Center,0,300,2024-02-08 10:45:24
Nick Level 1 Fitness,29,150,2024-02-08 11:05:38
Nick Level 2 Fitness,23,100,2024-02-08 11:05:38
Nick Level 3 Fitness,42,200,2024-02-08 11:05:38
Nick Power House,38,140,2024-02-08 11:05:38
Nick Track,10,100,2024-02-08 11:05:38
Soderholm Family Aquatic Center,,,2024-02-08 11:05:38
Nick Courts 1 & 2,,,2024-02-08 11:05:38
Nick Courts 3-6,2,500,2024-02-08 11:05:38
Nick Courts 7 & 8,2,250,2024-02-08 11:05:38
Level 1 Fitness,24,130,2024-02-08 11:05:51
Level 2 Fitness,6,65,2024-02-08 11:05:51
Level 3 Fitness,23,246,2024-02-08 11:05:51
Level 4 Fitness,2,75,2024-02-08 11:05:51
Bakke Track,1,100,2024-02-08 11:05:51
Courts 1&2,15,250,2024-02-08 11:05:51
Courts 3&4,0,250,2024-02-08 11:05:51
Courts 5-8,2,500,2024-02-08 11:05:51
Orbit,14,46,2024-02-08 11:05:51
Willow Room,0,27,2024-02-08 11:05:51
Cove Pool,,,2024-02-08 11:05:51
Mount Mendota,,,2024-02-08 11:05:51
Skybox Suites,3,18,2024-02-08 11:05:51
SubZero Ice Center,0,300,2024-02-08 11:05:51
Nick Level 1 Fitness,32,150,2024-02-08 11:26:05
Nick Level 2 Fitness,31,100,2024-02-08 11:26:05
Nick Level 3 Fitness,47,200,2024-02-08 11:26:05
Nick Power House,45,140,2024-02-08 11:26:05
Nick Track,12,100,2024-02-08 11:26:05
Soderholm Family Aquatic Center,5,230,2024-02-08 11:26:05
Nick Courts 1 & 2,,,2024-02-08 11:26:05
Nick Courts 3-6,16,500,2024-02-08 11:26:05
Nick Courts 7 & 8,0,250,2024-02-08 11:26:05
Level 1 Fitness,24,130,2024-02-08 11:26:19
Level 2 Fitness,6,65,2024-02-08 11:26:19
Level 3 Fitness,23,246,2024-02-08 11:26:19
Level 4 Fitness,2,75,2024-02-08 11:26:19
Bakke Track,1,100,2024-02-08 11:26:19
Courts 1&2,15,250,2024-02-08 11:26:19
Courts 3&4,0,250,2024-02-08 11:26:19
Courts 5-8,2,500,2024-02-08 11:26:19
Orbit,14,46,2024-02-08 11:26:19
Willow Room,0,27,2024-02-08 11:26:19
Cove Pool,,,2024-02-08 11:26:19
Mount Mendota,,,2024-02-08 11:26:19
Skybox Suites,3,18,2024-02-08 11:26:19
SubZero Ice Center,0,300,2024-02-08 11:26:19
Nick Level 1 Fitness,32,150,2024-02-08 11:46:32
Nick Level 2 Fitness,31,100,2024-02-08 11:46:32
Nick Level 3 Fitness,47,200,2024-02-08 11:46:32
Nick Power House,45,140,2024-02-08 11:46:32
Nick Track,12,100,2024-02-08 11:46:32
Soderholm Family Aquatic Center,5,230,2024-02-08 11:46:32
Nick Courts 1 & 2,,,2024-02-08 11:46:32
Nick Courts 3-6,16,500,2024-02-08 11:46:32
Nick Courts 7 & 8,0,250,2024-02-08 11:46:32
Level 1 Fitness,32,130,2024-02-08 11:46:46
Level 2 Fitness,6,65,2024-02-08 11:46:46
Level 3 Fitness,29,246,2024-02-08 11:46:46
Level 4 Fitness,6,75,2024-02-08 11:46:46
Bakke Track,2,100,2024-02-08 11:46:46
Courts 1&2,4,250,2024-02-08 11:46:46
Courts 3&4,0,250,2024-02-08 11:46:46
Courts 5-8,2,500,2024-02-08 11:46:46
Orbit,10,46,2024-02-08 11:46:46
Willow Room,2,27,2024-02-08 11:46:46
Cove Pool,3,116,2024-02-08 11:46:46
Mount Mendota,,,2024-02-08 11:46:46
Skybox Suites,4,18,2024-02-08 11:46:46
SubZero Ice Center,0,300,2024-02-08 11:46:46
Nick Level 1 Fitness,32,150,2024-02-08 12:07:00
Nick Level 2 Fitness,31,100,2024-02-08 12:07:00
Nick Level 3 Fitness,47,200,2024-02-08 12:07:00
Nick Power House,45,140,2024-02-08 12:07:00
Nick Track,12,100,2024-02-08 12:07:00
Soderholm Family Aquatic Center,5,230,2024-02-08 12:07:00
Nick Courts 1 & 2,,,2024-02-08 12:07:00
Nick Courts 3-6,16,500,2024-02-08 12:07:00
Nick Courts 7 & 8,0,250,2024-02-08 12:07:00
Level 1 Fitness,32,130,2024-02-08 12:07:13
Level 2 Fitness,6,65,2024-02-08 12:07:13
Level 3 Fitness,29,246,2024-02-08 12:07:13
Level 4 Fitness,6,75,2024-02-08 12:07:13
Bakke Track,2,100,2024-02-08 12:07:13
Courts 1&2,4,250,2024-02-08 12:07:13
Courts 3&4,0,250,2024-02-08 12:07:13
Courts 5-8,2,500,2024-02-08 12:07:13
Orbit,10,46,2024-02-08 12:07:13
Willow Room,2,27,2024-02-08 12:07:13
Cove Pool,3,116,2024-02-08 12:07:13
Mount Mendota,,,2024-02-08 12:07:13
Skybox Suites,4,18,2024-02-08 12:07:13
SubZero Ice Center,0,300,2024-02-08 12:07:13
Nick Level 1 Fitness,35,150,2024-02-08 12:27:27
Nick Level 2 Fitness,33,100,2024-02-08 12:27:27
Nick Level 3 Fitness,48,200,2024-02-08 12:27:27
Nick Power House,43,140,2024-02-08 12:27:27
Nick Track,11,100,2024-02-08 12:27:27
Soderholm Family Aquatic Center,5,230,2024-02-08 12:27:27
Nick Courts 1 & 2,,,2024-02-08 12:27:27
Nick Courts 3-6,16,500,2024-02-08 12:27:27
Nick Courts 7 & 8,2,250,2024-02-08 12:27:27
Level 1 Fitness,32,130,2024-02-08 12:27:40
Level 2 Fitness,6,65,2024-02-08 12:27:40
Level 3 Fitness,29,246,2024-02-08 12:27:40
Level 4 Fitness,6,75,2024-02-08 12:27:40
Bakke Track,2,100,2024-02-08 12:27:40
Courts 1&2,4,250,2024-02-08 12:27:40
Courts 3&4,0,250,2024-02-08 12:27:40
Courts 5-8,2,500,2024-02-08 12:27:40
Orbit,10,46,2024-02-08 12:27:40
Willow Room,2,27,2024-02-08 12:27:40
Cove Pool,3,116,2024-02-08 12:27:40
Mount Mendota,,,2024-02-08 12:27:40
Skybox Suites,4,18,2024-02-08 12:27:40
SubZero Ice Center,0,300,2024-02-08 12:27:40
Nick Level 1 Fitness,35,150,2024-02-08 12:47:54
Nick Level 2 Fitness,33,100,2024-02-08 12:47:54
Nick Level 3 Fitness,48,200,2024-02-08 12:47:54
Nick Power House,43,140,2024-02-08 12:47:54
Nick Track,11,100,2024-02-08 12:47:54
Soderholm Family Aquatic Center,5,230,2024-02-08 12:47:54
Nick Courts 1 & 2,,,2024-02-08 12:47:54
Nick Courts 3-6,16,500,2024-02-08 12:47:54
Nick Courts 7 & 8,2,250,2024-02-08 12:47:54
Level 1 Fitness,32,130,2024-02-08 12:48:08
Level 2 Fitness,6,65,2024-02-08 12:48:08
Level 3 Fitness,29,246,2024-02-08 12:48:08
Level 4 Fitness,6,75,2024-02-08 12:48:08
Bakke Track,2,100,2024-02-08 12:48:08
Courts 1&2,4,250,2024-02-08 12:48:08
Courts 3&4,0,250,2024-02-08 12:48:08
Courts 5-8,2,500,2024-02-08 12:48:08
Orbit,10,46,2024-02-08 12:48:08
Willow Room,2,27,2024-02-08 12:48:08
Cove Pool,3,116,2024-02-08 12:48:08
Mount Mendota,,,2024-02-08 12:48:08
Skybox Suites,4,18,2024-02-08 12:48:08
SubZero Ice Center,0,300,2024-02-08 12:48:08
Nick Level 1 Fitness,35,150,2024-02-08 13:08:21
Nick Level 2 Fitness,33,100,2024-02-08 13:08:21
Nick Level 3 Fitness,48,200,2024-02-08 13:08:21
Nick Power House,43,140,2024-02-08 13:08:21
Nick Track,11,100,2024-02-08 13:08:21
Soderholm Family Aquatic Center,13,230,2024-02-08 13:08:21
Nick Courts 1 & 2,,,2024-02-08 13:08:21
Nick Courts 3-6,16,500,2024-02-08 13:08:21
Nick Courts 7 & 8,2,250,2024-02-08 13:08:21
Level 1 Fitness,32,130,2024-02-08 13:08:35
Level 2 Fitness,6,65,2024-02-08 13:08:35
Level 3 Fitness,29,246,2024-02-08 13:08:35
Level 4 Fitness,6,75,2024-02-08 13:08:35
Bakke Track,2,100,2024-02-08 13:08:35
Courts 1&2,4,250,2024-02-08 13:08:35
Courts 3&4,0,250,2024-02-08 13:08:35
Courts 5-8,2,500,2024-02-08 13:08:35
Orbit,10,46,2024-02-08 13:08:35
Willow Room,2,27,2024-02-08 13:08:35
Cove Pool,3,116,2024-02-08 13:08:35
Mount Mendota,,,2024-02-08 13:08:35
Skybox Suites,4,18,2024-02-08 13:08:35
SubZero Ice Center,0,300,2024-02-08 13:08:35
Nick Level 1 Fitness,35,150,2024-02-08 13:28:48
Nick Level 2 Fitness,33,100,2024-02-08 13:28:48
Nick Level 3 Fitness,48,200,2024-02-08 13:28:48
Nick Power House,43,140,2024-02-08 13:28:48
Nick Track,11,100,2024-02-08 13:28:48
Soderholm Family Aquatic Center,13,230,2024-02-08 13:28:48
Nick Courts 1 & 2,,,2024-02-08 13:28:48
Nick Courts 3-6,16,500,2024-02-08 13:28:48
Nick Courts 7 & 8,2,250,2024-02-08 13:28:48
Level 1 Fitness,32,130,2024-02-08 13:29:02
Level 2 Fitness,6,65,2024-02-08 13:29:02
Level 3 Fitness,29,246,2024-02-08 13:29:02
Level 4 Fitness,6,75,2024-02-08 13:29:02
Bakke Track,2,100,2024-02-08 13:29:02
Courts 1&2,4,250,2024-02-08 13:29:02
Courts 3&4,0,250,2024-02-08 13:29:02
Courts 5-8,2,500,2024-02-08 13:29:02
Orbit,10,46,2024-02-08 13:29:02
Willow Room,2,27,2024-02-08 13:29:02
Cove Pool,3,116,2024-02-08 13:29:02
Mount Mendota,,,2024-02-08 13:29:02
Skybox Suites,4,18,2024-02-08 13:29:02
SubZero Ice Center,0,300,2024-02-08 13:29:02
Nick Level 1 Fitness,36,150,2024-02-08 13:49:15
Nick Level 2 Fitness,31,100,2024-02-08 13:49:15
Nick Level 3 Fitness,56,200,2024-02-08 13:49:15
Nick Power House,41,140,2024-02-08 13:49:15
Nick Track,14,100,2024-02-08 13:49:15
Soderholm Family Aquatic Center,13,230,2024-02-08 13:49:15
Nick Courts 1 & 2,,,2024-02-08 13:49:15
Nick Courts 3-6,29,500,2024-02-08 13:49:15
Nick Courts 7 & 8,0,250,2024-02-08 13:49:15
Level 1 Fitness,37,130,2024-02-08 13:49:29
Level 2 Fitness,6,65,2024-02-08 13:49:29
Level 3 Fitness,30,246,2024-02-08 13:49:29
Level 4 Fitness,15,75,2024-02-08 13:49:29
Bakke Track,6,100,2024-02-08 13:49:29
Courts 1&2,1,250,2024-02-08 13:49:29
Courts 3&4,3,250,2024-02-08 13:49:29
Courts 5-8,7,500,2024-02-08 13:49:29
Orbit,13,46,2024-02-08 13:49:29
Willow Room,1,27,2024-02-08 13:49:29
Cove Pool,11,116,2024-02-08 13:49:29
Mount Mendota,5,39,2024-02-08 13:49:29
Skybox Suites,3,18,2024-02-08 13:49:29
SubZero Ice Center,5,300,2024-02-08 13:49:29
Nick Level 1 Fitness,36,150,2024-02-08 14:09:43
Nick Level 2 Fitness,31,100,2024-02-08 14:09:43
Nick Level 3 Fitness,56,200,2024-02-08 14:09:43
Nick Power House,41,140,2024-02-08 14:09:43
Nick Track,14,100,2024-02-08 14:09:43
Soderholm Family Aquatic Center,13,230,2024-02-08 14:09:43
Nick Courts 1 & 2,,,2024-02-08 14:09:43
Nick Courts 3-6,29,500,2024-02-08 14:09:43
Nick Courts 7 & 8,0,250,2024-02-08 14:09:43
Level 1 Fitness,37,130,2024-02-08 14:09:56
Level 2 Fitness,6,65,2024-02-08 14:09:56
Level 3 Fitness,30,246,2024-02-08 14:09:56
Level 4 Fitness,15,75,2024-02-08 14:09:56
Bakke Track,6,100,2024-02-08 14:09:56
Courts 1&2,1,250,2024-02-08 14:09:56
Courts 3&4,3,250,2024-02-08 14:09:56
Courts 5-8,7,500,2024-02-08 14:09:56
Orbit,13,46,2024-02-08 14:09:56
Willow Room,1,27,2024-02-08 14:09:56
Cove Pool,11,116,2024-02-08 14:09:56
Mount Mendota,5,39,2024-02-08 14:09:56
Skybox Suites,3,18,2024-02-08 14:09:56
SubZero Ice Center,5,300,2024-02-08 14:09:56
Nick Level 1 Fitness,36,150,2024-02-08 14:30:10
Nick Level 2 Fitness,31,100,2024-02-08 14:30:10
Nick Level 3 Fitness,56,200,2024-02-08 14:30:10
Nick Power House,41,140,2024-02-08 14:30:10
Nick Track,14,100,2024-02-08 14:30:10
Soderholm Family Aquatic Center,13,230,2024-02-08 14:30:10
Nick Courts 1 & 2,,,2024-02-08 14:30:10
Nick Courts 3-6,29,500,2024-02-08 14:30:10
Nick Courts 7 & 8,0,250,2024-02-08 14:30:10
Level 1 Fitness,25,130,2024-02-08 14:30:24
Level 2 Fitness,7,65,2024-02-08 14:30:24
Level 3 Fitness,32,246,2024-02-08 14:30:24
Level 4 Fitness,13,75,2024-02-08 14:30:24
Bakke Track,4,100,2024-02-08 14:30:24
Courts 1&2,1,250,2024-02-08 14:30:24
Courts 3&4,0,250,2024-02-08 14:30:24
Courts 5-8,10,500,2024-02-08 14:30:24
Orbit,10,46,2024-02-08 14:30:24
Willow Room,3,27,2024-02-08 14:30:24
Cove Pool,6,116,2024-02-08 14:30:24
Mount Mendota,2,39,2024-02-08 14:30:24
Skybox Suites,3,18,2024-02-08 14:30:24
SubZero Ice Center,2,300,2024-02-08 14:30:24
Nick Level 1 Fitness,41,150,2024-02-08 14:50:37
Nick Level 2 Fitness,31,100,2024-02-08 14:50:37
Nick Level 3 Fitness,58,200,2024-02-08 14:50:37
Nick Power House,36,140,2024-02-08 14:50:37
Nick Track,13,100,2024-02-08 14:50:37
Soderholm Family Aquatic Center,,,2024-02-08 14:50:37
Nick Courts 1 & 2,,,2024-02-08 14:50:37
Nick Courts 3-6,30,500,2024-02-08 14:50:37
Nick Courts 7 & 8,9,250,2024-02-08 14:50:37
Level 1 Fitness,25,130,2024-02-08 14:50:51
Level 2 Fitness,7,65,2024-02-08 14:50:51
Level 3 Fitness,32,246,2024-02-08 14:50:51
Level 4 Fitness,13,75,2024-02-08 14:50:51
Bakke Track,4,100,2024-02-08 14:50:51
Courts 1&2,1,250,2024-02-08 14:50:51
Courts 3&4,0,250,2024-02-08 14:50:51
Courts 5-8,10,500,2024-02-08 14:50:51
Orbit,10,46,2024-02-08 14:50:51
Willow Room,3,27,2024-02-08 14:50:51
Cove Pool,2,116,2024-02-08 14:50:51
Mount Mendota,2,39,2024-02-08 14:50:51
Skybox Suites,3,18,2024-02-08 14:50:51
SubZero Ice Center,2,300,2024-02-08 14:50:51
Nick Level 1 Fitness,41,150,2024-02-08 15:11:04
Nick Level 2 Fitness,31,100,2024-02-08 15:11:04
Nick Level 3 Fitness,58,200,2024-02-08 15:11:04
Nick Power House,36,140,2024-02-08 15:11:04
Nick Track,13,100,2024-02-08 15:11:04
Soderholm Family Aquatic Center,,,2024-02-08 15:11:04
Nick Courts 1 & 2,,,2024-02-08 15:11:04
Nick Courts 3-6,30,500,2024-02-08 15:11:04
Nick Courts 7 & 8,9,250,2024-02-08 15:11:04
Level 1 Fitness,25,130,2024-02-08 15:11:18
Level 2 Fitness,7,65,2024-02-08 15:11:18
Level 3 Fitness,32,246,2024-02-08 15:11:18
Level 4 Fitness,13,75,2024-02-08 15:11:18
Bakke Track,4,100,2024-02-08 15:11:18
Courts 1&2,1,250,2024-02-08 15:11:18
Courts 3&4,0,250,2024-02-08 15:11:18
Courts 5-8,10,500,2024-02-08 15:11:18
Orbit,10,46,2024-02-08 15:11:18
Willow Room,3,27,2024-02-08 15:11:18
Cove Pool,2,116,2024-02-08 15:11:18
Mount Mendota,2,39,2024-02-08 15:11:18
Skybox Suites,3,18,2024-02-08 15:11:18
SubZero Ice Center,10,300,2024-02-08 15:11:18
Nick Level 1 Fitness,41,150,2024-02-08 15:31:32
Nick Level 2 Fitness,31,100,2024-02-08 15:31:32
Nick Level 3 Fitness,58,200,2024-02-08 15:31:32
Nick Power House,36,140,2024-02-08 15:31:32
Nick Track,13,100,2024-02-08 15:31:32
Soderholm Family Aquatic Center,,,2024-02-08 15:31:32
Nick Courts 1 & 2,,,2024-02-08 15:31:32
Nick Courts 3-6,30,500,2024-02-08 15:31:32
Nick Courts 7 & 8,9,250,2024-02-08 15:31:32
Level 1 Fitness,25,130,2024-02-08 15:31:45
Level 2 Fitness,7,65,2024-02-08 15:31:45
Level 3 Fitness,32,246,2024-02-08 15:31:45
Level 4 Fitness,13,75,2024-02-08 15:31:45
Bakke Track,4,100,2024-02-08 15:31:45
Courts 1&2,1,250,2024-02-08 15:31:45
Courts 3&4,0,250,2024-02-08 15:31:45
Courts 5-8,10,500,2024-02-08 15:31:45
Orbit,10,46,2024-02-08 15:31:45
Willow Room,3,27,2024-02-08 15:31:45
Cove Pool,2,116,2024-02-08 15:31:45
Mount Mendota,2,39,2024-02-08 15:31:45
Skybox Suites,3,18,2024-02-08 15:31:45
SubZero Ice Center,10,300,2024-02-08 15:31:45
Nick Level 1 Fitness,45,150,2024-02-08 15:51:59
Nick Level 2 Fitness,40,100,2024-02-08 15:51:59
Nick Level 3 Fitness,85,200,2024-02-08 15:51:59
Nick Power House,45,140,2024-02-08 15:51:59
Nick Track,16,100,2024-02-08 15:51:59
Soderholm Family Aquatic Center,,,2024-02-08 15:51:59
Nick Courts 1 & 2,,,2024-02-08 15:51:59
Nick Courts 3-6,20,500,2024-02-08 15:51:59
Nick Courts 7 & 8,10,250,2024-02-08 15:51:59
Level 1 Fitness,41,130,2024-02-08 15:52:12
Level 2 Fitness,13,65,2024-02-08 15:52:12
Level 3 Fitness,49,246,2024-02-08 15:52:12
Level 4 Fitness,18,75,2024-02-08 15:52:12
Bakke Track,2,100,2024-02-08 15:52:12
Courts 1&2,0,250,2024-02-08 15:52:12
Courts 3&4,1,250,2024-02-08 15:52:12
Courts 5-8,4,500,2024-02-08 15:52:12
Orbit,10,46,2024-02-08 15:52:12
Willow Room,4,27,2024-02-08 15:52:12
Cove Pool,5,116,2024-02-08 15:52:12
Mount Mendota,7,39,2024-02-08 15:52:12
Skybox Suites,2,18,2024-02-08 15:52:12
SubZero Ice Center,2,300,2024-02-08 15:52:12
Nick Level 1 Fitness,45,150,2024-02-08 16:12:26
Nick Level 2 Fitness,40,100,2024-02-08 16:12:26
Nick Level 3 Fitness,85,200,2024-02-08 16:12:26
Nick Power House,45,140,2024-02-08 16:12:26
Nick Track,16,100,2024-02-08 16:12:26
Soderholm Family Aquatic Center,,,2024-02-08 16:12:26
Nick Courts 1 & 2,,,2024-02-08 16:12:26
Nick Courts 3-6,20,500,2024-02-08 16:12:26
Nick Courts 7 & 8,10,250,2024-02-08 16:12:26
Level 1 Fitness,41,130,2024-02-08 16:12:39
Level 2 Fitness,13,65,2024-02-08 16:12:39
Level 3 Fitness,49,246,2024-02-08 16:12:39
Level 4 Fitness,18,75,2024-02-08 16:12:39
Bakke Track,2,100,2024-02-08 16:12:39
Courts 1&2,0,250,2024-02-08 16:12:39
Courts 3&4,1,250,2024-02-08 16:12:39
Courts 5-8,4,500,2024-02-08 16:12:39
Orbit,10,46,2024-02-08 16:12:39
Willow Room,4,27,2024-02-08 16:12:39
Cove Pool,5,116,2024-02-08 16:12:39
Mount Mendota,7,39,2024-02-08 16:12:39
Skybox Suites,2,18,2024-02-08 16:12:39
SubZero Ice Center,15,300,2024-02-08 16:12:39
Nick Level 1 Fitness,45,150,2024-02-08 16:32:53
Nick Level 2 Fitness,40,100,2024-02-08 16:32:53
Nick Level 3 Fitness,85,200,2024-02-08 16:32:53
Nick Power House,45,140,2024-02-08 16:32:53
Nick Track,16,100,2024-02-08 16:32:53
Soderholm Family Aquatic Center,,,2024-02-08 16:32:53
Nick Courts 1 & 2,,,2024-02-08 16:32:53
Nick Courts 3-6,20,500,2024-02-08 16:32:53
Nick Courts 7 & 8,10,250,2024-02-08 16:32:53
Level 1 Fitness,41,130,2024-02-08 16:33:07
Level 2 Fitness,13,65,2024-02-08 16:33:07
Level 3 Fitness,49,246,2024-02-08 16:33:07
Level 4 Fitness,18,75,2024-02-08 16:33:07
Bakke Track,2,100,2024-02-08 16:33:07
Courts 1&2,0,250,2024-02-08 16:33:07
Courts 3&4,1,250,2024-02-08 16:33:07
Courts 5-8,4,500,2024-02-08 16:33:07
Orbit,10,46,2024-02-08 16:33:07
Willow Room,4,27,2024-02-08 16:33:07
Cove Pool,5,116,2024-02-08 16:33:07
Mount Mendota,7,39,2024-02-08 16:33:07
Skybox Suites,2,18,2024-02-08 16:33:07
SubZero Ice Center,15,300,2024-02-08 16:33:07
Nick Level 1 Fitness,45,150,2024-02-08 16:53:20
Nick Level 2 Fitness,40,100,2024-02-08 16:53:20
Nick Level 3 Fitness,130,200,2024-02-08 16:53:20
Nick Power House,60,140,2024-02-08 16:53:20
Nick Track,28,100,2024-02-08 16:53:20
Soderholm Family Aquatic Center,,,2024-02-08 16:53:20
Nick Courts 1 & 2,,,2024-02-08 16:53:20
Nick Courts 3-6,23,500,2024-02-08 16:53:20
Nick Courts 7 & 8,49,250,2024-02-08 16:53:20
Level 1 Fitness,43,130,2024-02-08 16:53:34
Level 2 Fitness,20,65,2024-02-08 16:53:34
Level 3 Fitness,56,246,2024-02-08 16:53:34
Level 4 Fitness,16,75,2024-02-08 16:53:34
Bakke Track,5,100,2024-02-08 16:53:34
Courts 1&2,14,250,2024-02-08 16:53:34
Courts 3&4,0,250,2024-02-08 16:53:34
Courts 5-8,8,500,2024-02-08 16:53:34
Orbit,20,46,2024-02-08 16:53:34
Willow Room,1,27,2024-02-08 16:53:34
Cove Pool,9,116,2024-02-08 16:53:34
Mount Mendota,8,39,2024-02-08 16:53:34
Skybox Suites,3,18,2024-02-08 16:53:34
SubZero Ice Center,15,300,2024-02-08 16:53:34
Nick Level 1 Fitness,45,150,2024-02-08 17:13:47
Nick Level 2 Fitness,40,100,2024-02-08 17:13:47
Nick Level 3 Fitness,130,200,2024-02-08 17:13:47
Nick Power House,60,140,2024-02-08 17:13:47
Nick Track,28,100,2024-02-08 17:13:47
Soderholm Family Aquatic Center,,,2024-02-08 17:13:47
Nick Courts 1 & 2,,,2024-02-08 17:13:47
Nick Courts 3-6,23,500,2024-02-08 17:13:47
Nick Courts 7 & 8,49,250,2024-02-08 17:13:47
Level 1 Fitness,43,130,2024-02-08 17:14:01
Level 2 Fitness,20,65,2024-02-08 17:14:01
Level 3 Fitness,56,246,2024-02-08 17:14:01
Level 4 Fitness,16,75,2024-02-08 17:14:01
Bakke Track,5,100,2024-02-08 17:14:01
Courts 1&2,14,250,2024-02-08 17:14:01
Courts 3&4,0,250,2024-02-08 17:14:01
Courts 5-8,8,500,2024-02-08 17:14:01
Orbit,20,46,2024-02-08 17:14:01
Willow Room,1,27,2024-02-08 17:14:01
Cove Pool,9,116,2024-02-08 17:14:01
Mount Mendota,8,39,2024-02-08 17:14:01
Skybox Suites,3,18,2024-02-08 17:14:01
SubZero Ice Center,25,300,2024-02-08 17:14:01
Nick Level 1 Fitness,45,150,2024-02-08 17:34:15
Nick Level 2 Fitness,40,100,2024-02-08 17:34:15
Nick Level 3 Fitness,130,200,2024-02-08 17:34:15
Nick Power House,60,140,2024-02-08 17:34:15
Nick Track,28,100,2024-02-08 17:34:15
Soderholm Family Aquatic Center,,,2024-02-08 17:34:15
Nick Courts 1 & 2,,,2024-02-08 17:34:15
Nick Courts 3-6,23,500,2024-02-08 17:34:15
Nick Courts 7 & 8,49,250,2024-02-08 17:34:15
Level 1 Fitness,43,130,2024-02-08 17:34:28
Level 2 Fitness,20,65,2024-02-08 17:34:28
Level 3 Fitness,56,246,2024-02-08 17:34:28
Level 4 Fitness,16,75,2024-02-08 17:34:28
Bakke Track,5,100,2024-02-08 17:34:28
Courts 1&2,14,250,2024-02-08 17:34:28
Courts 3&4,0,250,2024-02-08 17:34:28
Courts 5-8,8,500,2024-02-08 17:34:28
Orbit,20,46,2024-02-08 17:34:28
Willow Room,1,27,2024-02-08 17:34:28
Cove Pool,9,116,2024-02-08 17:34:28
Mount Mendota,8,39,2024-02-08 17:34:28
Skybox Suites,3,18,2024-02-08 17:34:28
SubZero Ice Center,25,300,2024-02-08 17:34:28
Nick Level 1 Fitness,55,150,2024-02-08 17:54:42
Nick Level 2 Fitness,55,100,2024-02-08 17:54:42
Nick Level 3 Fitness,120,200,2024-02-08 17:54:42
Nick Power House,70,140,2024-02-08 17:54:42
Nick Track,40,100,2024-02-08 17:54:42
Soderholm Family Aquatic Center,,,2024-02-08 17:54:42
Nick Courts 1 & 2,,,2024-02-08 17:54:42
Nick Courts 3-6,48,500,2024-02-08 17:54:42
Nick Courts 7 & 8,20,250,2024-02-08 17:54:42
Level 1 Fitness,55,130,2024-02-08 17:54:56
Level 2 Fitness,15,65,2024-02-08 17:54:56
Level 3 Fitness,67,246,2024-02-08 17:54:56
Level 4 Fitness,20,75,2024-02-08 17:54:56
Bakke Track,36,100,2024-02-08 17:54:56
Courts 1&2,22,250,2024-02-08 17:54:56
Courts 3&4,2,250,2024-02-08 17:54:56
Courts 5-8,23,500,2024-02-08 17:54:56
Orbit,25,46,2024-02-08 17:54:56
Willow Room,1,27,2024-02-08 17:54:56
Cove Pool,8,116,2024-02-08 17:54:56
Mount Mendota,20,39,2024-02-08 17:54:56
Skybox Suites,1,18,2024-02-08 17:54:56
SubZero Ice Center,25,300,2024-02-08 17:54:56
Nick Level 1 Fitness,55,150,2024-02-08 18:15:10
Nick Level 2 Fitness,55,100,2024-02-08 18:15:10
Nick Level 3 Fitness,120,200,2024-02-08 18:15:10
Nick Power House,70,140,2024-02-08 18:15:10
Nick Track,40,100,2024-02-08 18:15:10
Soderholm Family Aquatic Center,,,2024-02-08 18:15:10
Nick Courts 1 & 2,,,2024-02-08 18:15:10
Nick Courts 3-6,48,500,2024-02-08 18:15:10
Nick Courts 7 & 8,20,250,2024-02-08 18:15:10
Level 1 Fitness,55,130,2024-02-08 18:15:23
Level 2 Fitness,15,65,2024-02-08 18:15:23
Level 3 Fitness,67,246,2024-02-08 18:15:23
Level 4 Fitness,20,75,2024-02-08 18:15:23
Bakke Track,36,100,2024-02-08 18:15:23
Courts 1&2,22,250,2024-02-08 18:15:23
Courts 3&4,2,250,2024-02-08 18:15:23
Courts 5-8,23,500,2024-02-08 18:15:23
Orbit,25,46,2024-02-08 18:15:23
Willow Room,1,27,2024-02-08 18:15:23
Cove Pool,8,116,2024-02-08 18:15:23
Mount Mendota,20,39,2024-02-08 18:15:23
Skybox Suites,1,18,2024-02-08 18:15:23
SubZero Ice Center,25,300,2024-02-08 18:15:23
Nick Level 1 Fitness,43,150,2024-02-08 18:35:37
