Location,Count,Max,Timestamp
Mount Mendota,12,39,2/5/2024 22:07
Skybox Suites,4,18,2/5/2024 22:07
SubZero Ice Center,,,2/5/2024 22:07
Nick Level 1 Fitness,51,150,2/5/2024 22:27
Nick Level 2 Fitness,32,100,2/5/2024 22:27
Nick Level 3 Fitness,131,200,2/5/2024 22:27
Nick Power House,54,140,2/5/2024 22:27
Nick Track,36,100,2/5/2024 22:27
Soderholm Family Aquatic Center,,,2/5/2024 22:27
Nick Courts 1 & 2,37,250,2/5/2024 22:27
Nick Courts 3-6,94,500,2/5/2024 22:27
Nick Courts 7 & 8,18,250,2/5/2024 22:27
Level 1 Fitness,55,130,2/5/2024 22:28
Level 2 Fitness,16,65,2/5/2024 22:28
Level 3 Fitness,44,246,2/5/2024 22:28
Level 4 Fitness,22,75,2/5/2024 22:28
Bakke Track,6,100,2/5/2024 22:28
Courts 1&2,38,250,2/5/2024 22:28
Courts 3&4,14,250,2/5/2024 22:28
Courts 5-8,65,500,2/5/2024 22:28
Orbit,28,46,2/5/2024 22:28
Willow Room,0,27,2/5/2024 22:28
Cove Pool,,,2/5/2024 22:28
Mount Mendota,12,39,2/5/2024 22:28
Skybox Suites,4,18,2/5/2024 22:28
SubZero Ice Center,,,2/5/2024 22:28
Nick Level 1 Fitness,51,150,2/5/2024 22:48
Nick Level 2 Fitness,32,100,2/5/2024 22:48
Nick Level 3 Fitness,131,200,2/5/2024 22:48
Nick Power House,54,140,2/5/2024 22:48
Nick Track,36,100,2/5/2024 22:48
Soderholm Family Aquatic Center,,,2/5/2024 22:48
Nick Courts 1 & 2,37,250,2/5/2024 22:48
Nick Courts 3-6,94,500,2/5/2024 22:48
Nick Courts 7 & 8,18,250,2/5/2024 22:48
Level 1 Fitness,40,130,2/5/2024 22:48
Level 2 Fitness,3,65,2/5/2024 22:48
Level 3 Fitness,30,246,2/5/2024 22:48
Level 4 Fitness,12,75,2/5/2024 22:48
Bakke Track,3,100,2/5/2024 22:48
Courts 1&2,36,250,2/5/2024 22:48
Courts 3&4,4,250,2/5/2024 22:48
Courts 5-8,30,500,2/5/2024 22:48
Orbit,18,46,2/5/2024 22:48
Willow Room,0,27,2/5/2024 22:48
Cove Pool,,,2/5/2024 22:48
Mount Mendota,,,2/5/2024 22:48
Skybox Suites,9,18,2/5/2024 22:48
SubZero Ice Center,,,2/5/2024 22:48
